1.25,-2,-1.3778
1.25,-1.75,-1.4379
1.25,-1.5,-1.5119
1.25,-1.25,-1.5804
1.25,-1,-1.6244
1.25,-0.75,-1.6263
1.25,-0.5,-1.5715
1.25,-0.25,-1.4484
1.25,0,-1.25
1.25,0.25,-0.97389
1.25,0.5,-0.62249
1.25,0.75,-0.20287
1.25,1,0.27361
1.25,1.25,0.79208
1.25,1.5,1.3351
1.25,1.75,1.8835
1.25,2,2.4182
1.25,2.25,2.9204
1.25,2.5,3.3739
1.25,2.75,3.7651
1.25,3,4.0844
1.25,3.25,4.3269
1.25,3.5,4.492
1.25,3.75,4.5844
1.25,4,4.613
1.25,4.25,4.5908
1.25,4.5,4.5339
1.25,4.75,4.4607
1.25,5,4.3903
1.5,-5,-5.413
1.5,-4.75,-4.7945
1.5,-4.5,-4.1725
1.5,-4.25,-3.5702
1.5,-4,-3.0095
1.5,-3.75,-2.5098
1.5,-3.5,-2.0865
1.5,-3.25,-1.7507
1.5,-3,-1.5075
1.5,-2.75,-1.3567
1.5,-2.5,-1.292
1.5,-2.25,-1.3021
1.5,-2,-1.3708
1.5,-1.75,-1.4782
1.5,-1.5,-1.6023
1.5,-1.25,-1.7199
1.5,-1,-1.8079
1.5,-0.75,-1.8457
1.5,-0.5,-1.8151
1.5,-0.25,-1.7027
1.5,0,-1.5
1.5,0.25,-1.204
1.5,0.5,-0.81763
1.5,0.75,-0.34941
1.5,1,0.18704
1.5,1.25,0.77389
1.5,1.5,1.3901
1.5,1.75,2.013
1.5,2,2.6192
1.5,2.25,3.1866
1.5,2.5,3.6955
1.5,2.75,4.1296
1.5,3,4.4775
1.5,3.25,4.7331
1.5,3.5,4.8959
1.5,3.75,4.9714
1.5,4,4.9704
1.5,4.25,4.9085
1.5,4.5,4.8049
1.5,4.75,4.6817
1.5,5,4.562
1.75,-5,-5.4163
1.75,-4.75,-4.7397
1.75,-4.5,-4.059
1.75,-4.25,-3.4013
1.75,-4,-2.7921
1.75,-3.75,-2.254
1.75,-3.5,-1.8052
1.75,-3.25,-1.4582
1.75,-3,-1.2195
1.75,-2.75,-1.0884
1.75,-2.5,-1.058
1.75,-2.25,-1.1147
1.75,-2,-1.2397
1.75,-1.75,-1.41
1.75,-1.5,-1.5998
1.75,-1.25,-1.7818
1.75,-1,-1.9295
1.75,-0.75,-2.0184
1.75,-0.5,-2.0278
1.75,-0.25,-1.9416
1.75,0,-1.75
1.75,0.25,-1.4496
1.75,0.5,-1.0438
1.75,0.75,-0.54247
1.75,1,0.038457
1.75,1.25,0.67817
1.75,1.5,1.3522
1.75,1.75,2.0339
1.75,2,2.6962
1.75,2.25,3.3133
1.75,2.5,3.862
1.75,2.75,4.3235
1.75,3,4.6844
1.75,3.25,4.9377
1.75,3.5,5.0828
1.75,3.75,5.1259
1.75,4,5.0798
1.75,4.25,4.9626
1.75,4.5,4.7968
1.75,4.75,4.6081
1.75,5,4.4235
2,-5,-5.1138
2,-4.75,-4.3944
2,-4.5,-3.6702
2,-4.25,-2.9723
2,-4,-2.3299
2,-3.75,-1.7687
2,-3.5,-1.3096
2,-3.25,-0.96696
2,-3,-0.74791
2,-2.75,-0.65196
2,-2.5,-0.67096
2,-2.25,-0.78957
2,-2,-0.9863
2,-1.75,-1.2348
2,-1.5,-1.5054
2,-1.25,-1.7673
2,-1,-1.9899
2,-0.75,-2.1454
2,-0.5,-2.2098
2,-0.25,-2.1651
2,0,-2
2,0.25,-1.7105
2,0.5,-1.3005
2,0.75,-0.7814
2,1,-0.17131
2,1.25,0.50598
2,1.5,1.2225
2,1.75,1.9478
2,2,2.6509
2,2.25,3.3023
2,2.5,3.8755
2,2.75,4.3492
2,3,4.7079
2,3.25,4.9435
2,3.5,5.0555
2,3.75,5.051
2,4,4.9445
2,4.25,4.7567
2,4.5,4.5134
2,4.75,4.244
2,5,3.9792
2.25,-5,-4.5286
2.25,-4.75,-3.7805
2.25,-4.5,-3.027
2.25,-4.25,-2.3031
2.25,-4,-1.6416
2.25,-3.75,-1.0715
2.25,-3.5,-0.61623
2.25,-3.25,-0.29195
2.25,-3,-0.10674
2.25,-2.75,-0.060021
2.25,-2.5,-0.14261
2.25,-2.25,-0.33727
2.25,-2,-0.61982
2.25,-1.75,-0.96057
2.25,-1.5,-1.3263
2.25,-1.25,-1.6821
2.25,-1,-1.9938
2.25,-0.75,-2.2299
2.25,-0.5,-2.3636
2.25,-0.25,-2.3746
2.25,0,-2.25
2.25,0.25,-1.9855
2.25,0.5,-1.5855
2.25,0.75,-1.0627
2.25,1,-0.43761
2.25,1.25,0.26312
2.25,1.5,1.008
2.25,1.75,1.7627
2.25,2,2.4925
2.25,2.25,3.1641
2.25,2.5,3.7478
2.25,2.75,4.2194
2.25,3,4.5617
2.25,3.25,4.7655
2.25,3.5,4.8303
2.25,3.75,4.764
2.25,4,4.583
2.25,4.25,4.3105
2.25,4.5,3.9756
2.25,4.75,3.6112
2.25,5,3.2521
2.5,-5,-3.7015
2.5,-4.75,-2.9367
2.5,-4.5,-2.1661
2.5,-4.25,-1.4283
2.5,-4,-0.75978
2.5,-3.75,-0.19287
2.5,-3.5,0.24649
2.5,-3.25,0.54029
2.5,-3,0.67956
2.5,-2.75,0.66496
2.5,-2.5,0.50668
2.5,-2.25,0.22387
2.5,-2,-0.15658
2.5,-1.75,-0.60171
2.5,-1.5,-1.0746
2.5,-1.25,-1.5364
2.5,-1,-1.9492
2.5,-0.75,-2.2781
2.5,-0.5,-2.4932
2.5,-0.25,-2.5719
2.5,0,-2.5
2.5,0.25,-2.2727
2.5,0.5,-1.8947
2.5,0.75,-1.3804
2.5,1,-0.75228
2.5,1.25,-0.040216
2.5,1.5,0.72087
2.5,1.75,1.4929
2.5,2,2.2373
2.5,2.25,2.917
2.5,2.5,3.499
2.5,2.75,3.9566
2.5,3,4.2704
2.5,3.25,4.4304
2.5,3.5,4.4358
2.5,3.75,4.2957
2.5,4,4.028
2.5,4.25,3.6587
2.5,4.5,3.2201
2.5,4.75,2.7487
2.5,5,2.2832
2.75,-5,-2.6884
2.75,-4.75,-1.9163
2.75,-4.5,-1.1378
2.75,-4.25,-0.39532
2.75,-4,0.27088
2.75,-3.75,0.82531
2.75,-3.5,1.2394
2.75,-3.25,1.4935
2.75,-3,1.5775
2.75,-2.75,1.4923
2.75,-2.5,1.249
2.75,-2.25,0.86874
2.75,-2,0.38108
2.75,-1.75,-0.17773
2.75,-1.5,-0.76702
2.75,-1.25,-1.3442
2.75,-1,-1.8675
2.75,-0.75,-2.2984
2.75,-0.5,-2.6042
2.75,-0.25,-2.7599
2.75,0,-2.75
2.75,0.25,-2.5691
2.75,0.5,-2.2225
2.75,0.75,-1.7259
2.75,1,-1.1042
2.75,1.25,-0.39006
2.75,1.5,0.37796
2.75,1.75,1.1581
2.75,2,1.9077
2.75,2.25,2.5862
2.75,2.5,3.1573
2.75,2.75,3.5914
2.75,3,3.8675
2.75,3.25,3.9743
2.75,3.5,3.9111
2.75,3.75,3.6878
2.75,4,3.3242
2.75,4.25,2.8488
2.75,4.5,2.2972
2.75,4.75,1.7095
2.75,5,1.1282
3,-5,-1.5566
3,-4.75,-0.78313
3,-4.5,-0.0026526
3,-4.25,0.7385
3,-4,1.3965
3,-3.75,1.9325
3,-3.5,2.3155
3,-3.25,2.5237
3,-3,2.5466
3,-2.75,2.3848
3,-2.5,2.0506
3,-2.25,1.567
3,-2,0.9662
3,-1.75,0.28778
3,-1.5,-0.42389
3,-1.25,-1.1224
3,-1,-1.762
3,-0.75,-2.3009
3,-0.5,-2.7033
3,-0.25,-2.942
3,0,-3
3,0.25,-2.8715
3,0.5,-2.5622
3,0.75,-2.0892
3,1,-1.4798
3,1.25,-0.76957
3,1.5,-0.00053159
3,1.75,0.7817
3,2,1.5307
3,2.25,2.202
3,2.5,2.7562
3,2.75,3.161
3,3,3.3933
3,3.25,3.441
3,3.5,3.3033
3,3.75,2.9909
3,4,2.5254
3,4.25,1.938
3,4.5,1.2674
3,4.75,0.55751
3,5,-0.14539
3.25,-5,-0.38093
3.25,-4.75,0.39172
3.25,-4.5,1.172
3.25,-4.25,1.9096
3.25,-4,2.5571
3.25,-3.75,3.0725
3.25,-3.5,3.4222
3.25,-3.25,3.5826
3.25,-3,3.5421
3.25,-2.75,3.3015
3.25,-2.5,2.8742
3.25,-2.25,2.285
3.25,-2,1.5689
3.25,-1.75,0.76864
3.25,-1.5,-0.067603
3.25,-1.25,-0.88955
3.25,-1,-1.6478
3.25,-0.75,-2.2968
3.25,-0.5,-2.798
3.25,-0.25,-3.1219
3.25,0,-3.25
3.25,0.25,-3.176
3.25,0.5,-2.9062
3.25,0.75,-2.4591
3.25,1,-1.8642
3.25,1.25,-1.16
3.25,1.5,-0.39219
3.25,1.75,0.38996
3.25,2,1.1361
3.25,2.25,1.7981
3.25,2.5,2.3332
3.25,2.75,2.7064
3.25,3,2.8929
3.25,3.25,2.8793
3.25,3.5,2.6648
3.25,3.75,2.2611
3.25,4,1.6916
3.25,4.25,0.98996
3.25,4.5,0.19821
3.25,4.75,-0.63613
3.25,5,-1.4629
3.5,-5,0.7611
3.5,-4.75,1.5346
3.5,-4.5,2.3163
3.5,-4.25,3.0521
3.5,-4,3.6909
3.5,-3.75,4.1874
3.5,-3.5,4.5053
3.5,-3.25,4.6195
3.5,-3,4.5173
3.5,-2.75,4.1997
3.5,-2.5,3.681
3.5,-2.25,2.9879
3.5,-2,2.1581
3.5,-1.75,1.2377
3.5,-1.5,0.27859
3.5,-1.25,-0.66515
3.5,-1,-1.5403
3.5,-0.75,-2.2978
3.5,-0.5,-2.8961
3.5,-0.25,-3.3035
3.5,0,-3.5
3.5,0.25,-3.4789
3.5,0.5,-3.2469
3.5,0.75,-2.824
3.5,1,-2.2418
3.5,1.25,-1.5421
3.5,1.5,-0.77376
3.5,1.75,0.0099905
3.5,2,0.75495
3.5,2.25,1.4093
3.5,2.5,1.927
3.5,2.75,2.2704
3.5,3,2.4126
3.5,3.25,2.3394
3.5,3.5,2.0499
3.5,3.75,1.5565
3.5,4,0.88462
3.5,4.25,0.070477
3.5,4.5,-0.84074
3.5,4.75,-1.7978
3.5,5,-2.7467
3.75,-5,1.7941
3.75,-4.75,2.5739
3.75,-4.5,3.3625
3.75,-4.25,4.102
3.75,-4,4.7374
3.75,-3.75,5.2205
3.75,-3.5,5.5122
3.75,-3.25,5.5856
3.75,-3,5.4272
3.75,-2.75,5.0379
3.75,-2.5,4.4332
3.75,-2.25,3.6417
3.75,-2,2.7037
3.75,-1.75,1.6687
3.75,-1.5,0.59208
3.75,-1.25,-0.46801
3.75,-1,-1.4546
3.75,-0.75,-2.3152
3.75,-0.5,-3.0052
3.75,-0.25,-3.4905
3.75,0,-3.75
3.75,0.25,-3.7763
3.75,0.5,-3.5767
3.75,0.75,-3.1725
3.75,1,-2.5977
3.75,1.25,-1.8969
3.75,1.5,-1.1226
3.75,1.75,-0.33181
3.75,2,0.41743
3.75,2.25,1.0696
3.75,2.5,1.5754
3.75,2.75,1.8943
3.75,3,1.9978
3.75,3.25,1.8704
3.75,3.5,1.5112
3.75,3.75,0.93374
3.75,4,0.16492
3.75,4.25,-0.75631
3.75,4.5,-1.7815
3.75,4.75,-2.8559
3.75,5,-3.9215
4,-5,2.6494
4,-4.75,3.4444
4,-4.5,4.2488
4,-4.25,5.0008
4,-4,5.6418
4,-3.75,6.1202
4,-3.5,6.3946
4,-3.25,6.4361
4,-3,6.2304
4,-2.75,5.7784
4,-2.5,5.0966
4,-2.25,4.2155
4,-2,3.1782
4,-1.75,2.0374
4,-1.5,0.85225
4,-1.25,-0.31529
4,-1,-1.4044
4,-0.75,-2.3592
4,-0.5,-3.1319
4,-0.25,-3.6864
4,0,-4
4,0.25,-4.0649
4,0.5,-3.8887
4,0.75,-3.4944
4,1,-2.918
4,1.25,-2.2073
4,1.5,-1.4182
4,1.75,-0.61142
4,2,0.15098
4,2.25,0.80989
4,2.5,1.3126
4,2.75,1.616
4,3,1.6896
4,3.25,1.5169
4,3.5,1.097
4,3.75,0.44423
4,4,-0.41264
4,4.25,-1.4321
4,4.5,-2.5624
4,4.75,-3.7452
4,5,-4.9187
4.25,-5,3.2694
4.25,-4.75,4.0914
4.25,-4.5,4.9233
4.25,-4.25,5.6996
4.25,-4,6.3579
4.25,-3.75,6.8436
4.25,-3.5,7.1124
4.25,-3.25,7.1338
4.25,-3,6.8924
4.25,-2.75,6.3895
4.25,-2.5,5.6423
4.25,-2.25,4.6835
4.25,-2,3.5586
4.25,-1.75,2.3238
4.25,-1.5,1.0419
4.25,-1.25,-0.22138
4.25,-1,-1.4013
4.25,-0.75,-2.4384
4.25,-0.5,-3.2822
4.25,-0.25,-3.8941
4.25,0,-4.25
4.25,0.25,-4.3416
4.25,0.5,-4.1772
4.25,0.75,-3.7809
4.25,1,-3.1913
4.25,1.25,-2.4589
4.25,1.5,-1.6431
4.25,1.75,-0.80869
4.25,2,-0.021355
4.25,2.25,0.65601
4.25,2.5,1.1674
4.25,2.75,1.4671
4.25,3,1.5225
4.25,3.25,1.3163
4.25,3.5,0.84748
4.25,3.75,0.13117
4.25,4,-0.80197
4.25,4.25,-1.9078
4.25,4.5,-3.1316
4.25,4.75,-4.411
4.25,5,-5.6805
4.5,-5,3.6112
4.5,-4.75,4.4741
4.5,-4.5,5.3475
4.5,-4.25,6.1619
4.5,-4,6.8515
4.5,-3.75,7.3583
4.5,-3.5,7.6354
4.5,-3.25,7.6506
4.5,-3,7.3876
4.5,-2.75,6.8476
4.5,-2.5,6.049
4.5,-2.25,5.0262
4.5,-2,3.8277
4.5,-1.75,2.5128
4.5,-1.5,1.148
4.5,-1.25,-0.19704
4.5,-1,-1.4538
4.5,-0.75,-2.5595
4.5,-0.5,-3.4604
4.5,-0.25,-4.1157
4.5,0,-4.5
4.5,0.25,-4.6045
4.5,0.5,-4.4379
4.5,0.75,-4.0257
4.5,1,-3.4089
4.5,1.25,-2.6409
4.5,1.5,-1.7846
4.5,1.75,-0.90857
4.5,2,-0.082399
4.5,2.25,0.62734
4.5,2.5,1.1613
4.5,2.75,1.4712
4.5,3,1.5224
4.5,3.25,1.2966
4.5,3.5,0.7927
4.5,3.75,0.026779
4.5,4,-0.96872
4.5,4.25,-2.1471
4.5,4.5,-3.4503
4.5,4.75,-4.8125
4.5,5,-6.1641
4.75,-5,3.6491
4.75,-4.75,4.568
4.75,-4.5,5.4981
4.75,-4.25,6.3659
4.75,-4,7.102
4.75,-3.75,7.645
4.75,-3.5,7.9457
4.75,-3.25,7.9698
4.75,-3,7.7003
4.75,-2.75,7.1385
4.75,-2.5,6.3037
4.75,-2.25,5.2322
4.75,-2,3.9753
4.75,-1.75,2.5954
4.75,-1.5,1.1629
4.75,-1.25,-0.24867
4.75,-1,-1.5671
4.75,-0.75,-2.7261
4.75,-0.5,-3.6689
4.75,-0.25,-4.3525
4.75,0,-4.75
4.75,0.25,-4.8522
4.75,0.5,-4.6682
4.75,0.75,-4.225
4.75,1,-3.5657
4.75,1.25,-2.7469
4.75,1.5,-1.8349
4.75,1.75,-0.90209
4.75,2,-0.021888
4.75,2.25,0.73542
4.75,2.5,1.3072
4.75,2.75,1.6424
4.75,3,1.7046
4.75,3.25,1.4744
4.75,3.5,0.95064
4.75,3.75,0.15031
4.75,4,-0.89236
4.75,4.25,-2.1281
4.75,4.5,-3.4955
4.75,4.75,-4.9253
4.75,5,-6.3439
5,-5,3.3763
5,-4.75,4.3669
5,-4.5,5.3691
5,-4.25,6.3059
5,-4,7.1039
5,-3.75,7.6988
5,-3.5,8.0385
5,-3.25,8.0872
5,-3,7.8267
5,-2.75,7.2586
5,-2.5,6.403
5,-2.25,5.2984
5,-2,3.9986
5,-1.75,2.5693
5,-1.5,1.0847
5,-1.25,-0.37796
5,-1,-1.7426
5,-0.75,-2.9393
5,-0.5,-3.9085
5,-0.25,-4.6048
5,0,-5
5,0.25,-5.0843
5,0.5,-4.8674
5,0.75,-4.3776
5,1,-3.6604
5,1.25,-2.7753
5,1.5,-1.7921
5,1.75,-0.78689
5,2,0.16289
5,2.25,0.98329
5,2.5,1.6084
5,2.75,1.9845
5,3,2.0732
5,3.25,1.8541
5,3.5,1.326
5,3.75,0.50683
5,4,-0.56748
5,4.25,-1.845
5,4.5,-3.2612
5,4.75,-4.7429
5,5,-6.2129
